32.056181,34.781277
32.057855,34.777361
32.058136,34.77735
32.059873,34.77837
32.060082,34.778241
32.060819,34.776846000000006
32.060628,34.77617
32.060582,34.775333
32.06061,34.77385300000001
32.062883,34.77322
32.064383,34.77264000000001
32.067365,34.771321
32.068338,34.770935
32.069765,34.770548
32.070011,34.770473
32.071965,34.769368
32.072729,34.768821
32.072856,34.768585
32.073102,34.768445
32.074275,34.768113
32.075247,34.768059
32.075411,34.768038
32.076975,34.76829
32.077661,34.768445
32.079138,34.769223
32.079829,34.769722
32.080566,34.770226
32.081838,34.770897
32.082647,34.771289
32.083756,34.771847
32.084702,34.772367
32.085424,34.772619
32.08802,34.773386
32.089601,34.77385300000001
32.091964,34.774566
32.09445,34.775301
32.09545,34.775687
32.096,34.776052
32.09622,34.776033
32.097243000000006,34.775913
32.097666,34.777211
32.098122,34.778552
32.098277,34.779303
32.09839,34.780022
32.099145,34.779829
32.099136,34.77983400000001
32.099131,34.77985
